X,Y,OBJECTID,PROJECT_NA,AV_ADD,TOOLTIP,NLA_URL
-118.289065666095,34.0037232906243,1945,CURTIS JOHNSON APTS.,903 W. VERNON AVE.,Project Name: CURTIS JOHNSON APTS.\nAddress: 903 W. VERNON AVE.,navigatela/reports/affordable_housing.cfm?pk=1945
-118.283850416836,33.9528365580146,1946,E. VICTOR VILLA,555 W. 92ND ST.,Project Name: E. VICTOR VILLA\nAddress: 555 W. 92ND ST.,navigatela/reports/affordable_housing.cfm?pk=1946
-118.206783855378,34.0483650280966,1947,EL CENTRO CENTER,501 N. SOTO ST.,Project Name: EL CENTRO CENTER\nAddress: 501 N. SOTO ST.,navigatela/reports/affordable_housing.cfm?pk=1947
-118.377866383436,34.1630030398156,1948,GOLDEN YEARS SR,11330 OTSEGO ST.,Project Name: GOLDEN YEARS SR\nAddress: 11330 OTSEGO ST.,navigatela/reports/affordable_housing.cfm?pk=1948
-118.414383014568,34.3057122098986,1949,HARDING PROJECT,12920 ALTANO ST.,Project Name: HARDING PROJECT\nAddress: 12920 ALTANO ST.,navigatela/reports/affordable_housing.cfm?pk=1949
-118.279251960836,34.0450568835528,1950,HAVEN #501,1330 S. BURLINGTON AVE.,Project Name: HAVEN #501\nAddress: 1330 S. BURLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1950
-118.324862985967,34.0943890394838,1951,HOLLYWOOD FOUNTAIN-II,6217 FOUNTAIN AVE.,Project Name: HOLLYWOOD FOUNTAIN-II\nAddress: 6217 FOUNTAIN AVE.,navigatela/reports/affordable_housing.cfm?pk=1951
-118.324989008671,34.0943884201986,1952,HOLLYWOOD FOUNTAIN-I,6222 W. FOUNTAIN AVE.,Project Name: HOLLYWOOD FOUNTAIN-I\nAddress: 6222 W. FOUNTAIN AVE.,navigatela/reports/affordable_housing.cfm?pk=1952
-118.306063823688,34.025546247912,1953,JEFFERSON TOWNHOMES,1693-1741 W. JEFFERSON BLVD.,Project Name: JEFFERSON TOWNHOMES\nAddress: 1693-1741 W. JEFFERSON BLVD.,navigatela/reports/affordable_housing.cfm?pk=1953
-118.355095785106,34.0249765075833,1954,LA BREA GARDENS,3431-77 S. LA BREA AVE.,Project Name: LA BREA GARDENS\nAddress: 3431-77 S. LA BREA AVE.,navigatela/reports/affordable_housing.cfm?pk=1954
-118.331868893067,34.0315194187499,1955,LA PRO VI - montclair street,4234 W. MONTCLAIR ST.,Project Name: LA PRO VI - montclair street\nAddress: 4234 W. MONTCLAIR ST.,navigatela/reports/affordable_housing.cfm?pk=1955
-118.393194930689,34.1945447672852,1956,LAS CASITAS I,6830 N. GENTRY AVE.,Project Name: LAS CASITAS I\nAddress: 6830 N. GENTRY AVE.,navigatela/reports/affordable_housing.cfm?pk=1956
-118.391049919291,34.1948016329762,1957,LAS CASITAS III,6845 N. HINDS AVE.,Project Name: LAS CASITAS III\nAddress: 6845 N. HINDS AVE.,navigatela/reports/affordable_housing.cfm?pk=1957
-118.615961419814,34.1968883892772,1958,LIBERTY VILLAGE,22439 W. MARLIN PL.,Project Name: LIBERTY VILLAGE\nAddress: 22439 W. MARLIN PL.,navigatela/reports/affordable_housing.cfm?pk=1958
-118.432873942629,34.2170545551873,1959,LOS ALIMO PROJECT,8033 N MATILIJA AVE.,Project Name: LOS ALIMO PROJECT\nAddress: 8033 N MATILIJA AVE.,navigatela/reports/affordable_housing.cfm?pk=1959
-118.482388611783,34.2301912383326,1960,NEW OPPORTUNITIES FOR,16102 W. ACRE ST.,Project Name: NEW OPPORTUNITIES FOR\nAddress: 16102 W. ACRE ST.,navigatela/reports/affordable_housing.cfm?pk=1960
-118.506690702207,34.2603410038646,1961,PROJECT INDEPENDENCE,10454 N. AMESTOY AVE.,Project Name: PROJECT INDEPENDENCE\nAddress: 10454 N. AMESTOY AVE.,navigatela/reports/affordable_housing.cfm?pk=1961
-118.536072455093,34.2113312529106,1962,RESEDA EAST,7760 N. RESEDA BLVD.,Project Name: RESEDA EAST\nAddress: 7760 N. RESEDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1962
-118.263774462359,34.0092087978512,1963,S & J #2,679 E. 41ST ST.,Project Name: S & J #2\nAddress: 679 E. 41ST ST.,navigatela/reports/affordable_housing.cfm?pk=1963
-118.254182618632,33.9360161200038,1964,SOUTHSIDE APTS.,10950 S. CENTRAL AVE.,Project Name: SOUTHSIDE APTS.\nAddress: 10950 S. CENTRAL AVE.,navigatela/reports/affordable_housing.cfm?pk=1964
-118.268425945585,34.0595841879888,1965,TWO WORLDS II,420 S. UNION AVE.,Project Name: TWO WORLDS II\nAddress: 420 S. UNION AVE.,navigatela/reports/affordable_housing.cfm?pk=1965
-118.644800463816,34.1916574002257,1966,VILLAGE ACQUISITION II,23801 W. ARCHWOOD ST.,Project Name: VILLAGE ACQUISITION II\nAddress: 23801 W. ARCHWOOD ST.,navigatela/reports/affordable_housing.cfm?pk=1966
-118.493783169494,34.2386272217341,1967,Village Acquisition II,9258 N. HAYVENHURST ST.,Project Name: Village Acquisition II\nAddress: 9258 N. HAYVENHURST ST.,navigatela/reports/affordable_housing.cfm?pk=1967
-118.583239845126,34.2554411506322,1968,VILLAGE WAY,20661 W. LEMARSH ST.,Project Name: VILLAGE WAY\nAddress: 20661 W. LEMARSH ST.,navigatela/reports/affordable_housing.cfm?pk=1968
-118.258444717793,34.0075507279913,1969,WADSWORTH PARK APTS.,988 E. 42ND PL.,Project Name: WADSWORTH PARK APTS.\nAddress: 988 E. 42ND PL.,navigatela/reports/affordable_housing.cfm?pk=1969
-118.485116571748,34.2303437831619,1970,WEST VALLEY TLC,8808 N. WOODLEY AVE.,Project Name: WEST VALLEY TLC\nAddress: 8808 N. WOODLEY AVE.,navigatela/reports/affordable_housing.cfm?pk=1970
-118.3370314096,34.0966552500084,1971,ALOHA APARTMENTS,6731 W. LELAND WAY,Project Name: ALOHA APARTMENTS\nAddress: 6731 W. LELAND WAY,navigatela/reports/affordable_housing.cfm?pk=1971
-118.260296997317,33.9383077650202,1972,825/829/833 E. 108TH ST. APTS.,825-33 E. 108TH ST.,Project Name: 825/829/833 E. 108TH ST. APTS.\nAddress: 825-33 E. 108TH ST.,navigatela/reports/affordable_housing.cfm?pk=1972
-118.275764047485,34.0441360263763,1973,1513 W. PICO BLVD.,1513 W. PICO BLVD.,Project Name: 1513 W. PICO BLVD.\nAddress: 1513 W. PICO BLVD.,navigatela/reports/affordable_housing.cfm?pk=1973
-118.274944098849,34.0516534206498,1974,"1723 W. 9TH ST., LP",1723 W. JAMES M. WOOD BLVD.,"Project Name: 1723 W. 9TH ST., LP\nAddress: 1723 W. JAMES M. WOOD BLVD.",navigatela/reports/affordable_housing.cfm?pk=1974
-118.293486222258,34.0727398378187,1975,3715 W. 1ST ST.,3715 W. 1ST ST.,Project Name: 3715 W. 1ST ST.\nAddress: 3715 W. 1ST ST.,navigatela/reports/affordable_housing.cfm?pk=1975
-118.294156677303,34.0592027224849,1976,728 SOUTH BERENDO APTS.,728 S. BERENDO ST.,Project Name: 728 SOUTH BERENDO APTS.\nAddress: 728 S. BERENDO ST.,navigatela/reports/affordable_housing.cfm?pk=1976
-118.292896030597,34.0589788213016,1977,APPLETON APTS.,738 S. NEW HAMPSHIRE AVE.,Project Name: APPLETON APTS.\nAddress: 738 S. NEW HAMPSHIRE AVE.,navigatela/reports/affordable_housing.cfm?pk=1977
-118.244407803103,34.0615358524378,1978,BARTLETT HILL MANOR,625 N. BUNKER HILL AVE.,Project Name: BARTLETT HILL MANOR\nAddress: 625 N. BUNKER HILL AVE.,navigatela/reports/affordable_housing.cfm?pk=1978
-118.295405751067,34.0572573728367,1979,CAMILLIA APTS.,826 S. CATALINA ST.,Project Name: CAMILLIA APTS.\nAddress: 826 S. CATALINA ST.,navigatela/reports/affordable_housing.cfm?pk=1979
-118.170048480472,34.0898044354957,1980,CASA GUADALUPE-I,5127 E. HUNTINGTON DR.,Project Name: CASA GUADALUPE-I\nAddress: 5127 E. HUNTINGTON DR.,navigatela/reports/affordable_housing.cfm?pk=1980
-118.284284129077,34.0105590886857,1981,GILBERT LINDSAY MANOR,601 W. 40TH PL.,Project Name: GILBERT LINDSAY MANOR\nAddress: 601 W. 40TH PL.,navigatela/reports/affordable_housing.cfm?pk=1981
-118.318894643242,34.0385817117786,1982,LOUISE APTS.,2015 S. 2ND AVE.,Project Name: LOUISE APTS.\nAddress: 2015 S. 2ND AVE.,navigatela/reports/affordable_housing.cfm?pk=1982
-118.307829463517,34.0570363329675,1983,MIDCITIES,835 S. OXFORD AVE.,Project Name: MIDCITIES\nAddress: 835 S. OXFORD AVE.,navigatela/reports/affordable_housing.cfm?pk=1983
-118.294156413613,34.0594758448025,1984,NEW HAMPSHIRE APTS.-BERENDO,714 S. BERENDO ST.,Project Name: NEW HAMPSHIRE APTS.-BERENDO\nAddress: 714 S. BERENDO ST.,navigatela/reports/affordable_housing.cfm?pk=1984
-118.300527458118,34.0989099391831,1985,NORMANDIE APARTMENTS,1516 N. NORMANDIE AVE.,Project Name: NORMANDIE APARTMENTS\nAddress: 1516 N. NORMANDIE AVE.,navigatela/reports/affordable_housing.cfm?pk=1985
-118.248553203216,34.0466999869266,1986,PERSHING & ROMA HOTEL,500 S. MAIN ST.,Project Name: PERSHING & ROMA HOTEL\nAddress: 500 S. MAIN ST.,navigatela/reports/affordable_housing.cfm?pk=1986
-118.300390629509,34.0726186551303,1987,PICARDY APARTMENTS,109 S. NORMANDIE AVE.,Project Name: PICARDY APARTMENTS\nAddress: 109 S. NORMANDIE AVE.,navigatela/reports/affordable_housing.cfm?pk=1987
-118.299216149826,34.0667494077531,1988,ROSETTA APARTMENTS,427 S. MARIPOSA AVE.,Project Name: ROSETTA APARTMENTS\nAddress: 427 S. MARIPOSA AVE.,navigatela/reports/affordable_housing.cfm?pk=1988
-118.322123635946,34.0510779515205,1989,S. NORTON AVE.,1121 S. NORTON AVE.,Project Name: S. NORTON AVE.\nAddress: 1121 S. NORTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1989
-118.274490669639,34.0839565138499,1990,VENDOME APARTMENTS,975 N. VENDOME ST.,Project Name: VENDOME APARTMENTS\nAddress: 975 N. VENDOME ST.,navigatela/reports/affordable_housing.cfm?pk=1990
-118.31155963908,34.0918083354015,1991,VIRGINIA AVENUE,5623 W. VIRGINIA AVE.,Project Name: VIRGINIA AVENUE\nAddress: 5623 W. VIRGINIA AVE.,navigatela/reports/affordable_housing.cfm?pk=1991
-118.28662723328,34.0598115676203,1992,WILSHIRE PLACE APTS.,2892 W. 7TH ST.,Project Name: WILSHIRE PLACE APTS.\nAddress: 2892 W. 7TH ST.,navigatela/reports/affordable_housing.cfm?pk=1992
-118.393796010631,34.2365704393814,1993,SUN TERRACE,11971 W. ALLEGHENY ST.,Project Name: SUN TERRACE\nAddress: 11971 W. ALLEGHENY ST.,navigatela/reports/affordable_housing.cfm?pk=1993
-118.251905893916,34.0435750272255,1994,SENATOR HOTEL,729 S. MAIN ST.,Project Name: SENATOR HOTEL\nAddress: 729 S. MAIN ST.,navigatela/reports/affordable_housing.cfm?pk=1994
-118.265458349181,34.0576989118975,1995,LA POSADA (HOTEL CORTEZ),375 S. COLUMBIA AVE.,Project Name: LA POSADA (HOTEL CORTEZ)\nAddress: 375 S. COLUMBIA AVE.,navigatela/reports/affordable_housing.cfm?pk=1995
-118.333343604117,34.1034772338132,1996,FONTENOY TOWERS,1811 WHITLEY AVE.,Project Name: FONTENOY TOWERS\nAddress: 1811 WHITLEY AVE.,navigatela/reports/affordable_housing.cfm?pk=1996
-118.210909929713,34.0832919479878,1997,CRITTENTON CENTER,234 E. AVENUE 33,Project Name: CRITTENTON CENTER\nAddress: 234 E. AVENUE 33,navigatela/reports/affordable_housing.cfm?pk=1997
-118.280312183168,34.048767640533,1998,ZOILA ARAUJO,1153 WESTLAKE AVE.,Project Name: ZOILA ARAUJO\nAddress: 1153 WESTLAKE AVE.,navigatela/reports/affordable_housing.cfm?pk=1998
-118.245148142669,34.0442777982878,1999,MARSHALL HOUSE,517 S. SAN JULIAN ST.,Project Name: MARSHALL HOUSE\nAddress: 517 S. SAN JULIAN ST.,navigatela/reports/affordable_housing.cfm?pk=1999
-118.244992662381,34.0409928732736,2000,MARION HOTEL,642 S. CROCKER ST.,Project Name: MARION HOTEL\nAddress: 642 S. CROCKER ST.,navigatela/reports/affordable_housing.cfm?pk=2000
-118.287944553887,33.7338643168424,2001,california hotel-II,1140 S. PACIFIC AVE.,Project Name: california hotel-II\nAddress: 1140 S. PACIFIC AVE.,navigatela/reports/affordable_housing.cfm?pk=2001
-118.261648991791,34.0561009831426,2002,MARYLAND APARTMENTS,1340 MARYLAND ST.,Project Name: MARYLAND APARTMENTS\nAddress: 1340 MARYLAND ST.,navigatela/reports/affordable_housing.cfm?pk=2002
-118.212528315779,34.0443938431902,2003,LAS PALOMAS HOTEL,2201 E. 1ST ST.,Project Name: LAS PALOMAS HOTEL\nAddress: 2201 E. 1ST ST.,navigatela/reports/affordable_housing.cfm?pk=2003
-118.24480853482,34.0445201116513,2004,SOUTHERN HOTEL,412 E. 5TH ST.,Project Name: SOUTHERN HOTEL\nAddress: 412 E. 5TH ST.,navigatela/reports/affordable_housing.cfm?pk=2004
-118.240565256943,34.0407186074803,2005,LINCOLN HOTEL,549-551 CERES AVE.,Project Name: LINCOLN HOTEL\nAddress: 549-551 CERES AVE.,navigatela/reports/affordable_housing.cfm?pk=2005
-118.379016647722,34.1926476292654,2006,North Hollywood Apartments,6724 TUJUNGA AVENUE,Project Name: North Hollywood Apartments\nAddress: 6724 TUJUNGA AVENUE,navigatela/reports/affordable_housing.cfm?pk=2006
-118.299795592896,34.0568390307127,2007,Fox Normandie,849 S. NORMANDIE AVE,Project Name: Fox Normandie\nAddress: 849 S. NORMANDIE AVE,navigatela/reports/affordable_housing.cfm?pk=2007
-118.277042032371,34.0708317654473,2008,Pace Villa/3,151-155 N. BENTON WAY,Project Name: Pace Villa/3\nAddress: 151-155 N. BENTON WAY,navigatela/reports/affordable_housing.cfm?pk=2008
-118.301539282742,34.0173436115465,2009,Pace Villa/4,1394 - 1398 W. 38TH STREET,Project Name: Pace Villa/4\nAddress: 1394 - 1398 W. 38TH STREET,navigatela/reports/affordable_housing.cfm?pk=2009
-118.25176671508,34.0436658482148,2010,DEWEY HOTEL,721-25 S. MAIN ST.,Project Name: DEWEY HOTEL\nAddress: 721-25 S. MAIN ST.,navigatela/reports/affordable_housing.cfm?pk=2010
-118.241561969282,34.0592885661622,2011,CESAR CHAVEZ GARDENS,555 CESAR E. CHAVEZ AVE.,Project Name: CESAR CHAVEZ GARDENS\nAddress: 555 CESAR E. CHAVEZ AVE.,navigatela/reports/affordable_housing.cfm?pk=2011
-118.404150517285,34.1939596567142,2012,THE PIEDMONT,12450 VANOWEN ST.,Project Name: THE PIEDMONT\nAddress: 12450 VANOWEN ST.,navigatela/reports/affordable_housing.cfm?pk=2012
-118.266511809231,34.051812991952,2013,SAN LUCAS APARTMENTS,1221 W. 7TH ST.,Project Name: SAN LUCAS APARTMENTS\nAddress: 1221 W. 7TH ST.,navigatela/reports/affordable_housing.cfm?pk=2013
-118.256103815086,34.0423049861974,2014,BROADWAY PLAZA,901 S. BROADWAY,Project Name: BROADWAY PLAZA\nAddress: 901 S. BROADWAY,navigatela/reports/affordable_housing.cfm?pk=2014
-118.274006894048,34.0755702038869,2015,BENTON GREEN APTS.,528 N. BENTON WAY,Project Name: BENTON GREEN APTS.\nAddress: 528 N. BENTON WAY,navigatela/reports/affordable_housing.cfm?pk=2015
-118.278301586579,33.9688588618119,2016,BROADWAY VILLAGE APTS.,7800 S. BROADWAY,Project Name: BROADWAY VILLAGE APTS.\nAddress: 7800 S. BROADWAY,navigatela/reports/affordable_housing.cfm?pk=2016
-118.258962893095,34.0742132504598,2017,1016-1018 ECHO PARK AVE.,1016-1018 N. ECHO PARK AVE.,Project Name: 1016-1018 ECHO PARK AVE.\nAddress: 1016-1018 N. ECHO PARK AVE.,navigatela/reports/affordable_housing.cfm?pk=2017
-118.502591993727,34.2305874977588,2018,DISCOVERING HORIZONS,8903 BALBOA BLVD./ 8817 ODESSA AVE.,Project Name: DISCOVERING HORIZONS\nAddress: 8903 BALBOA BLVD./ 8817 ODESSA AVE.,navigatela/reports/affordable_housing.cfm?pk=2018
-118.533488621097,34.1909567076851,2019,FIESTA HOUSE,6639 DARBY AVE,Project Name: FIESTA HOUSE\nAddress: 6639 DARBY AVE,navigatela/reports/affordable_housing.cfm?pk=2019
-118.198090147498,34.0545607909183,2020,2683 MARENGO STREET,2683 E. MARENGO ST.,Project Name: 2683 MARENGO STREET\nAddress: 2683 E. MARENGO ST.,navigatela/reports/affordable_housing.cfm?pk=2020
-118.201656747808,34.0461322138428,2021,2733 FOLSOM STREET,2733 E. FOLSOM ST.,Project Name: 2733 FOLSOM STREET\nAddress: 2733 E. FOLSOM ST.,navigatela/reports/affordable_housing.cfm?pk=2021
-118.253754943324,34.00765114439,2022,4224 NAOMI AVENUE,4224 S. NAOMI AVE.,Project Name: 4224 NAOMI AVENUE\nAddress: 4224 S. NAOMI AVE.,navigatela/reports/affordable_housing.cfm?pk=2022
-118.194768680605,34.1209326471449,2023,1025 NOLDEN STREET,1025 N. NOLDEN ST.,Project Name: 1025 NOLDEN STREET\nAddress: 1025 N. NOLDEN ST.,navigatela/reports/affordable_housing.cfm?pk=2023
-118.203032298229,34.1087146068382,2024,339 AVENUE 51,339 N. AVENUE 51,Project Name: 339 AVENUE 51\nAddress: 339 N. AVENUE 51,navigatela/reports/affordable_housing.cfm?pk=2024
-118.274318958393,33.9641890804768,2025,116 83RD STREET,116 W. 83RD ST.,Project Name: 116 83RD STREET\nAddress: 116 W. 83RD ST.,navigatela/reports/affordable_housing.cfm?pk=2025
-118.247430929531,34.0411641081491,2026,YANKEE HOTEL,501 E. 7TH ST.,Project Name: YANKEE HOTEL\nAddress: 501 E. 7TH ST.,navigatela/reports/affordable_housing.cfm?pk=2026
-118.288368770761,33.9726923760178,2027,854 74TH STREET,854 W. 74TH ST.,Project Name: 854 74TH STREET\nAddress: 854 W. 74TH ST.,navigatela/reports/affordable_housing.cfm?pk=2027
-118.318180872489,33.9943058320228,2028,5305 ARLINGTON AVENUE,5305 S. ARLINGTON AVE.,Project Name: 5305 ARLINGTON AVENUE\nAddress: 5305 S. ARLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=2028
-118.182837716258,34.1232752572901,2029,6210-6212 ROY STREET,6210-6212 E. ROY ST.,Project Name: 6210-6212 ROY STREET\nAddress: 6210-6212 E. ROY ST.,navigatela/reports/affordable_housing.cfm?pk=2029
-118.415475594224,34.0166594906287,2030,HELMS MANOR,3704 MILITARY AVE.,Project Name: HELMS MANOR\nAddress: 3704 MILITARY AVE.,navigatela/reports/affordable_housing.cfm?pk=2030
-118.466172404307,34.1633850565733,2031,5112 SEPULVEDA BOULEVARD,5112 N. SEPULVEDA BLVD.,Project Name: 5112 SEPULVEDA BOULEVARD\nAddress: 5112 N. SEPULVEDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=2031
-118.258194038046,34.0796031505908,2032,1437 LEMOYNE STREET,1437 N. LEMOYNE ST.,Project Name: 1437 LEMOYNE STREET\nAddress: 1437 N. LEMOYNE ST.,navigatela/reports/affordable_housing.cfm?pk=2032
-118.207135401144,34.0478272801561,2033,PASEO DEL SOL,417 N. SOTO ST.,Project Name: PASEO DEL SOL\nAddress: 417 N. SOTO ST.,navigatela/reports/affordable_housing.cfm?pk=2033
-118.233889342903,34.076633505048,2034,718 AMADOR STREET,718 W. AMADOR ST.,Project Name: 718 AMADOR STREET\nAddress: 718 W. AMADOR ST.,navigatela/reports/affordable_housing.cfm?pk=2034
-118.249669260762,34.0713769641671,2035,INNES HEIGHTS APTS.,1243-1251 INNES AVE.,Project Name: INNES HEIGHTS APTS.\nAddress: 1243-1251 INNES AVE.,navigatela/reports/affordable_housing.cfm?pk=2035
-118.311344079508,33.9905525501279,2036,5723 SAINT ANDREWS PLACE,5723 S. ST. ANDREWS PL.,Project Name: 5723 SAINT ANDREWS PLACE\nAddress: 5723 S. ST. ANDREWS PL.,navigatela/reports/affordable_housing.cfm?pk=2036
-118.231453782502,33.9349752296252,2037,ML SHEPARD MANOR SENIOR HOUSING,2330 SANTA ANA BLVD.,Project Name: ML SHEPARD MANOR SENIOR HOUSING\nAddress: 2330 SANTA ANA BLVD.,navigatela/reports/affordable_housing.cfm?pk=2037
-118.307806109858,34.0051692924455,2038,4309 HOBART BOULEVARD,4309 S. HOBART BLVD.,Project Name: 4309 HOBART BOULEVARD\nAddress: 4309 S. HOBART BLVD.,navigatela/reports/affordable_housing.cfm?pk=2038
-118.176092171705,34.0840422717339,2039,4933 TWINING STREET,4933 E. TWINING ST.,Project Name: 4933 TWINING STREET\nAddress: 4933 E. TWINING ST.,navigatela/reports/affordable_housing.cfm?pk=2039
-118.280428339667,33.7442324070044,2040,SANTA CRUZ TERRACE,201 N. BEACON ST.,Project Name: SANTA CRUZ TERRACE\nAddress: 201 N. BEACON ST.,navigatela/reports/affordable_housing.cfm?pk=2040
-118.472913704719,34.3186287325766,2041,WOODCOCK HOUSING FOUNDATION,13655 WOODCOCK AVE.,Project Name: WOODCOCK HOUSING FOUNDATION\nAddress: 13655 WOODCOCK AVE.,navigatela/reports/affordable_housing.cfm?pk=2041
-118.219887635023,34.05013587872,2042,627 ECHANDIA STREET,627 N. ECHANDIA ST.,Project Name: 627 ECHANDIA STREET\nAddress: 627 N. ECHANDIA ST.,navigatela/reports/affordable_housing.cfm?pk=2042
-118.317661917681,34.0254313240617,2043,WESTMINSTER SENIOR HOUSING,3405 S. ARLINGTON AVE.,Project Name: WESTMINSTER SENIOR HOUSING\nAddress: 3405 S. ARLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=2043
-118.227622583339,34.142776857818,2044,LA COLORADO TERRACE,2461 COLORADO BLVD.,Project Name: LA COLORADO TERRACE\nAddress: 2461 COLORADO BLVD.,navigatela/reports/affordable_housing.cfm?pk=2044
-118.214107022812,34.0641198981714,2045,1814 WORKMAN STREET,1814 N. WORKMAN ST.,Project Name: 1814 WORKMAN STREET\nAddress: 1814 N. WORKMAN ST.,navigatela/reports/affordable_housing.cfm?pk=2045
-118.207173227812,34.042563101173,2046,2606 1ST STREET,2606 E. 1ST ST.,Project Name: 2606 1ST STREET\nAddress: 2606 E. 1ST ST.,navigatela/reports/affordable_housing.cfm?pk=2046
-118.37939575148,34.1739890873493,2047,11411 COLLINS STREET,11411 W. COLLINS ST.,Project Name: 11411 COLLINS STREET\nAddress: 11411 W. COLLINS ST.,navigatela/reports/affordable_housing.cfm?pk=2047
-118.467569634447,34.237848465201,2048,APPLE TREE VILLAGE,9229 N. SEPULVDA BLVD.,Project Name: APPLE TREE VILLAGE\nAddress: 9229 N. SEPULVDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=2048
-118.309740040982,34.0993427232908,2049,5521 HAROLD WAY APARTMENTS,5521 HAROLD WAY,Project Name: 5521 HAROLD WAY APARTMENTS\nAddress: 5521 HAROLD WAY,navigatela/reports/affordable_housing.cfm?pk=2049
-118.370826045,34.2139168156745,2050,11022 ARMINTA STREET,11022 W. ARMINTA ST.,Project Name: 11022 ARMINTA STREET\nAddress: 11022 W. ARMINTA ST.,navigatela/reports/affordable_housing.cfm?pk=2050
-118.471115708608,34.2355505895253,2051,15554-15556 NORDHOFF STREET,15554 W. NORDHOFF ST.,Project Name: 15554-15556 NORDHOFF STREET\nAddress: 15554 W. NORDHOFF ST.,navigatela/reports/affordable_housing.cfm?pk=2051
-118.257555555171,34.0644234860617,2052,Courtland City Lights,1355 W. COURT ST.,Project Name: Courtland City Lights\nAddress: 1355 W. COURT ST.,navigatela/reports/affordable_housing.cfm?pk=2052
-118.435859421046,34.179423169729,2053,13915 OXNARD STREET,13915 W. OXNARD ST.,Project Name: 13915 OXNARD STREET\nAddress: 13915 W. OXNARD ST.,navigatela/reports/affordable_housing.cfm?pk=2053
-118.283260728779,33.9176410057757,2054,HARBOR CITY LIGHTS,523-527 W. 127TH ST,Project Name: HARBOR CITY LIGHTS\nAddress: 523-527 W. 127TH ST,navigatela/reports/affordable_housing.cfm?pk=2054
-118.33749918454,34.0325873743301,2055,4471 ADAMS BOULEVARD,4471 W. ADAMS BLVD.,Project Name: 4471 ADAMS BOULEVARD\nAddress: 4471 W. ADAMS BLVD.,navigatela/reports/affordable_housing.cfm?pk=2055
-118.286357155666,34.0587412476902,2056,MAGNOLIA CITY LIGHTS,2885-95 LEEWARD AVE.,Project Name: MAGNOLIA CITY LIGHTS\nAddress: 2885-95 LEEWARD AVE.,navigatela/reports/affordable_housing.cfm?pk=2056
-118.283260728779,33.9176410057757,2057,522 127TH STREET,522 W. 127TH ST.,Project Name: 522 127TH STREET\nAddress: 522 W. 127TH ST.,navigatela/reports/affordable_housing.cfm?pk=2057
-118.28122152252,34.0581073105625,2058,716 CARONDELET STREET,716 S. CARONDELET ST.,Project Name: 716 CARONDELET STREET\nAddress: 716 S. CARONDELET ST.,navigatela/reports/affordable_housing.cfm?pk=2058
-118.280291147972,34.0553944738825,2059,831-837 GRAND VIEW STREET,831 S. GRAND VIEW ST.,Project Name: 831-837 GRAND VIEW STREET\nAddress: 831 S. GRAND VIEW ST.,navigatela/reports/affordable_housing.cfm?pk=2059
-118.600264502763,34.1940160552137,2060,VANOWEN VILLAGE,6816 N. REMMET AVE.,Project Name: VANOWEN VILLAGE\nAddress: 6816 N. REMMET AVE.,navigatela/reports/affordable_housing.cfm?pk=2060
-118.383973847452,33.9591413231635,2061,WESTCHESTER ASSOCIATES,8650 S. BELFORD AVE.,Project Name: WESTCHESTER ASSOCIATES\nAddress: 8650 S. BELFORD AVE.,navigatela/reports/affordable_housing.cfm?pk=2061
-118.46561960286,34.0529077857332,2062,"WESTBRENT, LTD",11728 W. DOROTHY ST.,"Project Name: WESTBRENT, LTD\nAddress: 11728 W. DOROTHY ST.",navigatela/reports/affordable_housing.cfm?pk=2062
-118.318068784148,34.0399246916184,2063,ABRAHAM INY,2705-2709 W WASHINGTON BLVD.,Project Name: ABRAHAM INY\nAddress: 2705-2709 W WASHINGTON BLVD.,navigatela/reports/affordable_housing.cfm?pk=2063
-118.600270735051,34.1938840026727,2064,6815 REMMET AVENUE,6815 REMMET AVE.,Project Name: 6815 REMMET AVENUE\nAddress: 6815 REMMET AVE.,navigatela/reports/affordable_housing.cfm?pk=2064
-118.436955692224,33.9567871080181,2065,8130 REDLANDS AVENUE,8130 E. REDLANDS AVE.,Project Name: 8130 REDLANDS AVENUE\nAddress: 8130 E. REDLANDS AVE.,navigatela/reports/affordable_housing.cfm?pk=2065
-118.552032939143,34.0450520340998,2066,CASA GATEWAY HOMEOWNERS ASSOC.,501 N. PALISADES DR.,Project Name: CASA GATEWAY HOMEOWNERS ASSOC.\nAddress: 501 N. PALISADES DR.,navigatela/reports/affordable_housing.cfm?pk=2066
-118.442329971939,34.2381285503377,2067,SHLOMO BARZION,9235 N. WOODMAN AVE.,Project Name: SHLOMO BARZION\nAddress: 9235 N. WOODMAN AVE.,navigatela/reports/affordable_housing.cfm?pk=2067
-118.555758558193,34.2029377776004,2068,WYANDOTTE PROPERTY ASSOC.,19400 W. WYANDOTTE ST.,Project Name: WYANDOTTE PROPERTY ASSOC.\nAddress: 19400 W. WYANDOTTE ST.,navigatela/reports/affordable_housing.cfm?pk=2068
-118.43179486891,34.0032839200778,2069,GABAY AND KUBA,12311 W. PACIFIC AVE.,Project Name: GABAY AND KUBA\nAddress: 12311 W. PACIFIC AVE.,navigatela/reports/affordable_housing.cfm?pk=2069
